[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line:  98] i_iter 92/93 cls_loss: 0.279876
[line: 121] Evaluting
[line: 102] epoch 19, Validation acc: 0.7587354409317804
[line: 121] Evaluting
[line: 112] epoch 19, Test acc: 0.7571428571428571
[line:  98] i_iter 1/93 cls_loss: 0.310744
[line:  98] i_iter 2/93 cls_loss: 0.323095
[line:  98] i_iter 3/93 cls_loss: 0.313957
[line:  98] i_iter 4/93 cls_loss: 0.306505
[line:  98] i_iter 5/93 cls_loss: 0.317159
[line:  98] i_iter 6/93 cls_loss: 0.315565
[line:  98] i_iter 7/93 cls_loss: 0.308574
[line:  98] i_iter 8/93 cls_loss: 0.292811
[line:  98] i_iter 9/93 cls_loss: 0.307536
[line:  98] i_iter 11/93 cls_loss: 0.276182
[line:  98] i_iter 12/93 cls_loss: 0.260679
[line:  98] i_iter 13/93 cls_loss: 0.259158
[line:  98] i_iter 14/93 cls_loss: 0.279727
[line:  98] i_iter 15/93 cls_loss: 0.267413
[line:  98] i_iter 16/93 cls_loss: 0.249940
[line:  98] i_iter 17/93 cls_loss: 0.248463
[line:  98] i_iter 18/93 cls_loss: 0.271118
[line:  98] i_iter 19/93 cls_loss: 0.263967
[line:  98] i_iter 21/93 cls_loss: 0.259555
[line:  98] i_iter 22/93 cls_loss: 0.258906
[line:  98] i_iter 23/93 cls_loss: 0.254030
[line:  98] i_iter 24/93 cls_loss: 0.236760
[line:  98] i_iter 25/93 cls_loss: 0.247915
[line:  98] i_iter 26/93 cls_loss: 0.253267
[line:  98] i_iter 27/93 cls_loss: 0.262872
[line:  98] i_iter 28/93 cls_loss: 0.243089
[line:  98] i_iter 29/93 cls_loss: 0.254746
[line:  98] i_iter 31/93 cls_loss: 0.253550
[line:  98] i_iter 32/93 cls_loss: 0.236592
[line:  98] i_iter 33/93 cls_loss: 0.242008
[line:  98] i_iter 34/93 cls_loss: 0.250751
[line:  98] i_iter 35/93 cls_loss: 0.252869
[line:  98] i_iter 36/93 cls_loss: 0.276256
[line:  98] i_iter 37/93 cls_loss: 0.289516
[line:  98] i_iter 38/93 cls_loss: 0.292349
[line:  98] i_iter 39/93 cls_loss: 0.283603
[line:  98] i_iter 41/93 cls_loss: 0.279624
[line:  98] i_iter 42/93 cls_loss: 0.295860
[line:  98] i_iter 43/93 cls_loss: 0.292701
[line:  98] i_iter 44/93 cls_loss: 0.276830
[line:  98] i_iter 45/93 cls_loss: 0.264822
[line:  98] i_iter 46/93 cls_loss: 0.228150
[line:  98] i_iter 47/93 cls_loss: 0.213739
[line:  98] i_iter 48/93 cls_loss: 0.216029
[line:  98] i_iter 49/93 cls_loss: 0.229312
[line:  98] i_iter 51/93 cls_loss: 0.236616
[line:  98] i_iter 52/93 cls_loss: 0.234556
[line:  98] i_iter 53/93 cls_loss: 0.260847
[line:  98] i_iter 54/93 cls_loss: 0.271582
[line:  98] i_iter 55/93 cls_loss: 0.261804
[line:  98] i_iter 56/93 cls_loss: 0.263144
[line:  98] i_iter 57/93 cls_loss: 0.252036
[line:  98] i_iter 58/93 cls_loss: 0.231380
[line:  98] i_iter 59/93 cls_loss: 0.221747
[line:  98] i_iter 61/93 cls_loss: 0.260292
[line:  98] i_iter 62/93 cls_loss: 0.267489
[line:  98] i_iter 63/93 cls_loss: 0.251291
[line:  98] i_iter 64/93 cls_loss: 0.256525
[line:  98] i_iter 65/93 cls_loss: 0.283827
[line:  98] i_iter 66/93 cls_loss: 0.277306
[line:  98] i_iter 67/93 cls_loss: 0.266854
[line:  98] i_iter 68/93 cls_loss: 0.280781
[line:  98] i_iter 69/93 cls_loss: 0.287249
[line:  98] i_iter 71/93 cls_loss: 0.250582
[line:  98] i_iter 72/93 cls_loss: 0.250459
[line:  98] i_iter 73/93 cls_loss: 0.248254
[line:  98] i_iter 74/93 cls_loss: 0.241135
[line:  98] i_iter 75/93 cls_loss: 0.230179
[line:  98] i_iter 76/93 cls_loss: 0.246280
[line:  98] i_iter 77/93 cls_loss: 0.269899
[line:  98] i_iter 78/93 cls_loss: 0.287599
[line:  98] i_iter 79/93 cls_loss: 0.265346
[line:  98] i_iter 81/93 cls_loss: 0.279593
[line:  98] i_iter 82/93 cls_loss: 0.276152
[line:  98] i_iter 83/93 cls_loss: 0.273677
[line:  98] i_iter 84/93 cls_loss: 0.282706
[line:  98] i_iter 85/93 cls_loss: 0.279669
[line:  98] i_iter 86/93 cls_loss: 0.276311
[line:  98] i_iter 87/93 cls_loss: 0.258396
[line:  98] i_iter 88/93 cls_loss: 0.246322
[line:  98] i_iter 89/93 cls_loss: 0.264353
[line:  98] i_iter 91/93 cls_loss: 0.243916
[line:  98] i_iter 92/93 cls_loss: 0.244300
[line: 121] Evaluting
[line: 102] epoch 20, Validation acc: 0.7371048252911814
[line:  98] i_iter 1/93 cls_loss: 0.216667
[line:  98] i_iter 2/93 cls_loss: 0.205214
[line:  98] i_iter 3/93 cls_loss: 0.212212
[line:  98] i_iter 4/93 cls_loss: 0.213732
[line:  98] i_iter 5/93 cls_loss: 0.237569
[line:  98] i_iter 6/93 cls_loss: 0.239183
[line:  98] i_iter 7/93 cls_loss: 0.238112
[line:  98] i_iter 8/93 cls_loss: 0.250136
[line:  98] i_iter 9/93 cls_loss: 0.281816
[line:  98] i_iter 11/93 cls_loss: 0.324880
[line:  98] i_iter 12/93 cls_loss: 0.340502
[line:  98] i_iter 13/93 cls_loss: 0.329237
[line:  98] i_iter 14/93 cls_loss: 0.327939
[line:  98] i_iter 15/93 cls_loss: 0.306885
[line:  98] i_iter 16/93 cls_loss: 0.292055
[line:  98] i_iter 17/93 cls_loss: 0.284405
[line:  98] i_iter 18/93 cls_loss: 0.289606
[line:  98] i_iter 19/93 cls_loss: 0.252238
[line:  98] i_iter 21/93 cls_loss: 0.243253
[line:  98] i_iter 22/93 cls_loss: 0.231125
[line:  98] i_iter 23/93 cls_loss: 0.233486
[line:  98] i_iter 24/93 cls_loss: 0.247639
[line:  98] i_iter 25/93 cls_loss: 0.254311
[line:  98] i_iter 26/93 cls_loss: 0.265557
[line:  98] i_iter 27/93 cls_loss: 0.276159
[line:  98] i_iter 28/93 cls_loss: 0.258689
[line:  98] i_iter 29/93 cls_loss: 0.273394
[line:  98] i_iter 31/93 cls_loss: 0.254318
[line:  98] i_iter 32/93 cls_loss: 0.270335
[line:  98] i_iter 33/93 cls_loss: 0.274863
[line:  98] i_iter 34/93 cls_loss: 0.256953
[line:  98] i_iter 35/93 cls_loss: 0.233389
[line:  98] i_iter 36/93 cls_loss: 0.233093
[line:  98] i_iter 37/93 cls_loss: 0.226889
[line:  98] i_iter 38/93 cls_loss: 0.251027
[line:  98] i_iter 39/93 cls_loss: 0.238461
[line:  98] i_iter 41/93 cls_loss: 0.250217
[line:  98] i_iter 42/93 cls_loss: 0.238528
[line:  98] i_iter 43/93 cls_loss: 0.242805
[line:  98] i_iter 44/93 cls_loss: 0.258027
[line:  98] i_iter 45/93 cls_loss: 0.268369
[line:  98] i_iter 46/93 cls_loss: 0.255267
[line:  98] i_iter 47/93 cls_loss: 0.268429
[line:  98] i_iter 48/93 cls_loss: 0.264870
[line:  98] i_iter 49/93 cls_loss: 0.260199
[line:  98] i_iter 51/93 cls_loss: 0.252529
[line:  98] i_iter 52/93 cls_loss: 0.260263
[line:  98] i_iter 53/93 cls_loss: 0.262977
[line:  98] i_iter 54/93 cls_loss: 0.269593
[line:  98] i_iter 55/93 cls_loss: 0.271066
[line:  98] i_iter 56/93 cls_loss: 0.269387
[line:  98] i_iter 57/93 cls_loss: 0.256698
[line:  98] i_iter 58/93 cls_loss: 0.243034
[line:  98] i_iter 59/93 cls_loss: 0.236410
[line:  98] i_iter 61/93 cls_loss: 0.241368
[line:  98] i_iter 62/93 cls_loss: 0.244945
[line:  98] i_iter 63/93 cls_loss: 0.232994
[line:  98] i_iter 64/93 cls_loss: 0.221500
[line:  98] i_iter 65/93 cls_loss: 0.233700
[line:  98] i_iter 66/93 cls_loss: 0.247658
[line:  98] i_iter 67/93 cls_loss: 0.243572
[line:  98] i_iter 68/93 cls_loss: 0.246363
[line:  98] i_iter 69/93 cls_loss: 0.285008
[line:  98] i_iter 71/93 cls_loss: 0.273481
[line:  98] i_iter 72/93 cls_loss: 0.266320
[line:  98] i_iter 73/93 cls_loss: 0.270226
[line:  98] i_iter 74/93 cls_loss: 0.303781
[line:  98] i_iter 75/93 cls_loss: 0.300539
[line:  98] i_iter 76/93 cls_loss: 0.306792
[line:  98] i_iter 77/93 cls_loss: 0.320181
[line:  98] i_iter 78/93 cls_loss: 0.314336
[line:  98] i_iter 79/93 cls_loss: 0.330744
[line:  98] i_iter 81/93 cls_loss: 0.338260
[line:  98] i_iter 82/93 cls_loss: 0.341249
[line:  98] i_iter 83/93 cls_loss: 0.359808
[line:  98] i_iter 84/93 cls_loss: 0.320987
[line:  98] i_iter 85/93 cls_loss: 0.308210
[line:  98] i_iter 86/93 cls_loss: 0.286312
[line:  98] i_iter 87/93 cls_loss: 0.288547
[line:  98] i_iter 88/93 cls_loss: 0.298860
[line:  98] i_iter 89/93 cls_loss: 0.255858
[line:  98] i_iter 91/93 cls_loss: 0.278187
[line:  98] i_iter 92/93 cls_loss: 0.274703
[line: 121] Evaluting
[line: 102] epoch 21, Validation acc: 0.757071547420965
[line:  98] i_iter 1/93 cls_loss: 0.283845
[line:  98] i_iter 2/93 cls_loss: 0.301952
[line:  98] i_iter 3/93 cls_loss: 0.304222
[line:  98] i_iter 4/93 cls_loss: 0.285251
[line:  98] i_iter 5/93 cls_loss: 0.276056
[line:  98] i_iter 6/93 cls_loss: 0.269060
[line:  98] i_iter 7/93 cls_loss: 0.242302
[line:  98] i_iter 8/93 cls_loss: 0.235004
[line:  98] i_iter 9/93 cls_loss: 0.219013
[line:  98] i_iter 11/93 cls_loss: 0.208383
[line:  98] i_iter 12/93 cls_loss: 0.205372
[line:  98] i_iter 13/93 cls_loss: 0.214298
[line:  98] i_iter 14/93 cls_loss: 0.235710
[line:  98] i_iter 15/93 cls_loss: 0.244314
[line:  98] i_iter 16/93 cls_loss: 0.258148
[line:  98] i_iter 17/93 cls_loss: 0.268428
[line:  98] i_iter 18/93 cls_loss: 0.271930
[line:  98] i_iter 19/93 cls_loss: 0.280270
[line:  98] i_iter 21/93 cls_loss: 0.270139
[line:  98] i_iter 22/93 cls_loss: 0.252189
[line:  98] i_iter 23/93 cls_loss: 0.268112
[line:  98] i_iter 24/93 cls_loss: 0.261253
[line:  98] i_iter 25/93 cls_loss: 0.268610
[line:  98] i_iter 26/93 cls_loss: 0.273439
[line:  98] i_iter 27/93 cls_loss: 0.278386
[line:  98] i_iter 28/93 cls_loss: 0.264062
[line:  98] i_iter 29/93 cls_loss: 0.293556
[line:  98] i_iter 31/93 cls_loss: 0.309766
[line:  98] i_iter 32/93 cls_loss: 0.319104
[line:  98] i_iter 33/93 cls_loss: 0.300950
[line:  98] i_iter 34/93 cls_loss: 0.295482
[line:  98] i_iter 35/93 cls_loss: 0.276117
[line:  98] i_iter 36/93 cls_loss: 0.271197
[line:  98] i_iter 37/93 cls_loss: 0.250394
[line:  98] i_iter 38/93 cls_loss: 0.266518
[line:  98] i_iter 39/93 cls_loss: 0.231035
[line:  98] i_iter 41/93 cls_loss: 0.200517
[line:  98] i_iter 42/93 cls_loss: 0.211332
[line:  98] i_iter 43/93 cls_loss: 0.200748
[line:  98] i_iter 44/93 cls_loss: 0.194583
[line:  98] i_iter 45/93 cls_loss: 0.206626
[line:  98] i_iter 46/93 cls_loss: 0.198466
[line:  98] i_iter 47/93 cls_loss: 0.201820
[line:  98] i_iter 48/93 cls_loss: 0.196415
[line:  98] i_iter 49/93 cls_loss: 0.197603
[line:  98] i_iter 51/93 cls_loss: 0.190402
[line:  98] i_iter 52/93 cls_loss: 0.174685
[line:  98] i_iter 53/93 cls_loss: 0.178431
[line:  98] i_iter 54/93 cls_loss: 0.176273
[line:  98] i_iter 55/93 cls_loss: 0.171192
[line:  98] i_iter 56/93 cls_loss: 0.174245
[line:  98] i_iter 57/93 cls_loss: 0.186748
[line:  98] i_iter 58/93 cls_loss: 0.173854
[line:  98] i_iter 59/93 cls_loss: 0.175680
[line:  98] i_iter 61/93 cls_loss: 0.192448
[line:  98] i_iter 62/93 cls_loss: 0.208098
[line:  98] i_iter 63/93 cls_loss: 0.212390
[line:  98] i_iter 64/93 cls_loss: 0.207276
[line:  98] i_iter 65/93 cls_loss: 0.216824
[line:  98] i_iter 66/93 cls_loss: 0.204401
[line:  98] i_iter 67/93 cls_loss: 0.206703
[line:  98] i_iter 68/93 cls_loss: 0.208172
[line:  98] i_iter 69/93 cls_loss: 0.205747
[line:  98] i_iter 71/93 cls_loss: 0.219980
[line:  98] i_iter 72/93 cls_loss: 0.198777
[line:  98] i_iter 73/93 cls_loss: 0.212168
[line:  98] i_iter 74/93 cls_loss: 0.211663
[line:  98] i_iter 75/93 cls_loss: 0.206429
[line:  98] i_iter 76/93 cls_loss: 0.221154
[line:  98] i_iter 77/93 cls_loss: 0.237346
[line:  98] i_iter 78/93 cls_loss: 0.237195
[line:  98] i_iter 79/93 cls_loss: 0.258359
[line:  98] i_iter 81/93 cls_loss: 0.278433
[line:  98] i_iter 82/93 cls_loss: 0.281087
[line:  98] i_iter 83/93 cls_loss: 0.279480
[line:  98] i_iter 84/93 cls_loss: 0.280764
[line:  98] i_iter 85/93 cls_loss: 0.297283
[line:  98] i_iter 86/93 cls_loss: 0.292406
[line:  98] i_iter 87/93 cls_loss: 0.266394
[line:  98] i_iter 88/93 cls_loss: 0.278835
[line:  98] i_iter 89/93 cls_loss: 0.259266
[line:  98] i_iter 91/93 cls_loss: 0.230210
[line:  98] i_iter 92/93 cls_loss: 0.275748
[line: 121] Evaluting
[line: 102] epoch 22, Validation acc: 0.740432612312812
[line:  98] i_iter 1/93 cls_loss: 0.288409
[line:  98] i_iter 2/93 cls_loss: 0.282132
[line:  98] i_iter 3/93 cls_loss: 0.289617
[line:  98] i_iter 4/93 cls_loss: 0.294978
[line:  98] i_iter 5/93 cls_loss: 0.293808
[line:  98] i_iter 6/93 cls_loss: 0.307262
[line:  98] i_iter 7/93 cls_loss: 0.310298
[line:  98] i_iter 8/93 cls_loss: 0.322354
[line:  98] i_iter 9/93 cls_loss: 0.281636
[line:  98] i_iter 11/93 cls_loss: 0.242474
[line:  98] i_iter 12/93 cls_loss: 0.229346
[line:  98] i_iter 13/93 cls_loss: 0.225837
[line:  98] i_iter 14/93 cls_loss: 0.213563
[line:  98] i_iter 15/93 cls_loss: 0.211914
[line:  98] i_iter 16/93 cls_loss: 0.206715
[line:  98] i_iter 17/93 cls_loss: 0.224894
[line:  98] i_iter 18/93 cls_loss: 0.186760
[line:  98] i_iter 19/93 cls_loss: 0.193141
[line:  98] i_iter 21/93 cls_loss: 0.213590
[line:  98] i_iter 22/93 cls_loss: 0.230696
[line:  98] i_iter 23/93 cls_loss: 0.231222
[line:  98] i_iter 24/93 cls_loss: 0.235382
[line:  98] i_iter 25/93 cls_loss: 0.260800
[line:  98] i_iter 26/93 cls_loss: 0.260704
[line:  98] i_iter 27/93 cls_loss: 0.238308
[line:  98] i_iter 28/93 cls_loss: 0.275177
[line:  98] i_iter 29/93 cls_loss: 0.265087
[line:  98] i_iter 31/93 cls_loss: 0.271237
[line:  98] i_iter 32/93 cls_loss: 0.250023
[line:  98] i_iter 33/93 cls_loss: 0.241103
[line:  98] i_iter 34/93 cls_loss: 0.240634
[line:  98] i_iter 35/93 cls_loss: 0.214406
[line:  98] i_iter 36/93 cls_loss: 0.211588
[line:  98] i_iter 37/93 cls_loss: 0.229646
[line:  98] i_iter 38/93 cls_loss: 0.211310
[line:  98] i_iter 39/93 cls_loss: 0.220506
[line:  98] i_iter 41/93 cls_loss: 0.208549
[line:  98] i_iter 42/93 cls_loss: 0.227819
[line:  98] i_iter 43/93 cls_loss: 0.251256
[line:  98] i_iter 44/93 cls_loss: 0.261033
[line:  98] i_iter 45/93 cls_loss: 0.260951
[line:  98] i_iter 46/93 cls_loss: 0.257824
[line:  98] i_iter 47/93 cls_loss: 0.232237
[line:  98] i_iter 48/93 cls_loss: 0.221782
[line:  98] i_iter 49/93 cls_loss: 0.219246
[line:  98] i_iter 51/93 cls_loss: 0.223895
[line:  98] i_iter 52/93 cls_loss: 0.201329
[line:  98] i_iter 53/93 cls_loss: 0.170317
[line:  98] i_iter 54/93 cls_loss: 0.180160
[line:  98] i_iter 55/93 cls_loss: 0.201110
[line:  98] i_iter 56/93 cls_loss: 0.189675
[line:  98] i_iter 57/93 cls_loss: 0.194488
[line:  98] i_iter 58/93 cls_loss: 0.206876
[line:  98] i_iter 59/93 cls_loss: 0.207714
[line:  98] i_iter 61/93 cls_loss: 0.200754
[line:  98] i_iter 62/93 cls_loss: 0.216049
[line:  98] i_iter 63/93 cls_loss: 0.241984
[line:  98] i_iter 64/93 cls_loss: 0.235895
[line:  98] i_iter 65/93 cls_loss: 0.222989
[line:  98] i_iter 66/93 cls_loss: 0.239230
[line:  98] i_iter 67/93 cls_loss: 0.240014
[line:  98] i_iter 68/93 cls_loss: 0.273917
[line:  98] i_iter 69/93 cls_loss: 0.274265
[line:  98] i_iter 71/93 cls_loss: 0.342078
[line:  98] i_iter 72/93 cls_loss: 0.334953
[line:  98] i_iter 73/93 cls_loss: 0.312721
[line:  98] i_iter 74/93 cls_loss: 0.325949
[line:  98] i_iter 75/93 cls_loss: 0.348965
[line:  98] i_iter 76/93 cls_loss: 0.338099
[line:  98] i_iter 77/93 cls_loss: 0.363992
[line:  98] i_iter 78/93 cls_loss: 0.327971
[line:  98] i_iter 79/93 cls_loss: 0.331951
[line:  98] i_iter 81/93 cls_loss: 0.303117
[line:  98] i_iter 82/93 cls_loss: 0.311756
[line:  98] i_iter 83/93 cls_loss: 0.310546
[line:  98] i_iter 84/93 cls_loss: 0.324773
[line:  98] i_iter 85/93 cls_loss: 0.281996
[line:  98] i_iter 86/93 cls_loss: 0.287128
[line:  98] i_iter 87/93 cls_loss: 0.263041
[line:  98] i_iter 88/93 cls_loss: 0.251089
[line:  98] i_iter 89/93 cls_loss: 0.244709
[line:  98] i_iter 91/93 cls_loss: 0.217068
[line:  98] i_iter 92/93 cls_loss: 0.217095
[line: 121] Evaluting
[line: 102] epoch 23, Validation acc: 0.7487520798668885
[line:  98] i_iter 1/93 cls_loss: 0.200178
[line:  98] i_iter 2/93 cls_loss: 0.207473
[line:  98] i_iter 3/93 cls_loss: 0.219058
[line:  98] i_iter 4/93 cls_loss: 0.256926
[line:  98] i_iter 5/93 cls_loss: 0.281370
[line:  98] i_iter 6/93 cls_loss: 0.279670
[line:  98] i_iter 7/93 cls_loss: 0.276082
[line:  98] i_iter 8/93 cls_loss: 0.297679
[line:  98] i_iter 9/93 cls_loss: 0.296436
[line:  98] i_iter 11/93 cls_loss: 0.310285
[line:  98] i_iter 12/93 cls_loss: 0.315185
[line:  98] i_iter 13/93 cls_loss: 0.326796
[line:  98] i_iter 14/93 cls_loss: 0.288164
[line:  98] i_iter 15/93 cls_loss: 0.285103
[line:  98] i_iter 16/93 cls_loss: 0.280791
[line:  98] i_iter 17/93 cls_loss: 0.313464
[line:  98] i_iter 18/93 cls_loss: 0.322461
[line:  98] i_iter 19/93 cls_loss: 0.336638
[line:  98] i_iter 21/93 cls_loss: 0.316977
[line:  98] i_iter 22/93 cls_loss: 0.320163
[line:  98] i_iter 23/93 cls_loss: 0.296517
[line:  98] i_iter 24/93 cls_loss: 0.289780
[line:  98] i_iter 25/93 cls_loss: 0.301625
[line:  98] i_iter 26/93 cls_loss: 0.301655
[line:  98] i_iter 27/93 cls_loss: 0.278915
[line:  98] i_iter 28/93 cls_loss: 0.281488
[line:  98] i_iter 29/93 cls_loss: 0.257534
[line:  98] i_iter 31/93 cls_loss: 0.244201
[line:  98] i_iter 32/93 cls_loss: 0.231362
[line:  98] i_iter 33/93 cls_loss: 0.233058
[line:  98] i_iter 34/93 cls_loss: 0.241197
[line:  98] i_iter 35/93 cls_loss: 0.223042
[line:  98] i_iter 36/93 cls_loss: 0.243572
[line:  98] i_iter 37/93 cls_loss: 0.239389
[line:  98] i_iter 38/93 cls_loss: 0.202431
[line:  98] i_iter 39/93 cls_loss: 0.237887
[line:  98] i_iter 41/93 cls_loss: 0.253140
[line:  98] i_iter 42/93 cls_loss: 0.266873
[line:  98] i_iter 43/93 cls_loss: 0.276823
[line:  98] i_iter 44/93 cls_loss: 0.283013
[line:  98] i_iter 45/93 cls_loss: 0.278190
[line:  98] i_iter 46/93 cls_loss: 0.263784
[line:  98] i_iter 47/93 cls_loss: 0.254168
[line:  98] i_iter 48/93 cls_loss: 0.275963
[line:  98] i_iter 49/93 cls_loss: 0.234580
[line:  98] i_iter 51/93 cls_loss: 0.248900
[line:  98] i_iter 52/93 cls_loss: 0.235843
[line:  98] i_iter 53/93 cls_loss: 0.220374
[line:  98] i_iter 54/93 cls_loss: 0.210237
[line:  98] i_iter 55/93 cls_loss: 0.203909
[line:  98] i_iter 56/93 cls_loss: 0.189226
[line:  98] i_iter 57/93 cls_loss: 0.187505
[line:  98] i_iter 58/93 cls_loss: 0.173915
[line:  98] i_iter 59/93 cls_loss: 0.192878
[line:  98] i_iter 61/93 cls_loss: 0.169835
[line:  98] i_iter 62/93 cls_loss: 0.182220
[line:  98] i_iter 63/93 cls_loss: 0.196200
[line:  98] i_iter 64/93 cls_loss: 0.211381
[line:  98] i_iter 65/93 cls_loss: 0.240202
[line:  98] i_iter 66/93 cls_loss: 0.252352
[line:  98] i_iter 67/93 cls_loss: 0.252349
[line:  98] i_iter 68/93 cls_loss: 0.265168
[line:  98] i_iter 69/93 cls_loss: 0.292708
[line:  98] i_iter 71/93 cls_loss: 0.287805
[line:  98] i_iter 72/93 cls_loss: 0.284599
[line:  98] i_iter 73/93 cls_loss: 0.289376
[line:  98] i_iter 74/93 cls_loss: 0.291172
[line:  98] i_iter 75/93 cls_loss: 0.271410
[line:  98] i_iter 76/93 cls_loss: 0.262975
[line:  98] i_iter 77/93 cls_loss: 0.258772
[line:  98] i_iter 78/93 cls_loss: 0.275644
[line:  98] i_iter 79/93 cls_loss: 0.229498
[line:  98] i_iter 81/93 cls_loss: 0.249444
[line:  98] i_iter 82/93 cls_loss: 0.266814
[line:  98] i_iter 83/93 cls_loss: 0.262564
[line:  98] i_iter 84/93 cls_loss: 0.258011
[line:  98] i_iter 85/93 cls_loss: 0.258984
[line:  98] i_iter 86/93 cls_loss: 0.272908
[line:  98] i_iter 87/93 cls_loss: 0.284455
[line:  98] i_iter 88/93 cls_loss: 0.254474
[line:  98] i_iter 89/93 cls_loss: 0.255951
[line:  98] i_iter 91/93 cls_loss: 0.234719
[line:  98] i_iter 92/93 cls_loss: 0.214306
[line: 121] Evaluting
[line: 102] epoch 24, Validation acc: 0.7420965058236273
[line:  98] i_iter 1/93 cls_loss: 0.217530
[line:  98] i_iter 2/93 cls_loss: 0.210653
[line:  98] i_iter 3/93 cls_loss: 0.204967
[line:  98] i_iter 4/93 cls_loss: 0.197567
[line:  98] i_iter 5/93 cls_loss: 0.240006
[line:  98] i_iter 6/93 cls_loss: 0.256008
[line:  98] i_iter 7/93 cls_loss: 0.262720
[line:  98] i_iter 8/93 cls_loss: 0.285977
[line:  98] i_iter 9/93 cls_loss: 0.277304
[line:  98] i_iter 11/93 cls_loss: 0.268609
[line:  98] i_iter 12/93 cls_loss: 0.283218
[line:  98] i_iter 13/93 cls_loss: 0.283687
[line:  98] i_iter 14/93 cls_loss: 0.273904
[line:  98] i_iter 15/93 cls_loss: 0.227806
[line:  98] i_iter 16/93 cls_loss: 0.219554
[line:  98] i_iter 17/93 cls_loss: 0.221735
[line:  98] i_iter 18/93 cls_loss: 0.204783
[line:  98] i_iter 19/93 cls_loss: 0.205703
[line:  98] i_iter 21/93 cls_loss: 0.191629
[line:  98] i_iter 22/93 cls_loss: 0.169436
[line:  98] i_iter 23/93 cls_loss: 0.171890
[line:  98] i_iter 24/93 cls_loss: 0.168411
[line:  98] i_iter 25/93 cls_loss: 0.187160
[line:  98] i_iter 26/93 cls_loss: 0.185721
[line:  98] i_iter 27/93 cls_loss: 0.183399
[line:  98] i_iter 28/93 cls_loss: 0.184480
[line:  98] i_iter 29/93 cls_loss: 0.187971
[line:  98] i_iter 31/93 cls_loss: 0.201489
[line:  98] i_iter 32/93 cls_loss: 0.217281
[line:  98] i_iter 33/93 cls_loss: 0.218296
[line:  98] i_iter 34/93 cls_loss: 0.251083
[line:  98] i_iter 35/93 cls_loss: 0.242431
[line:  98] i_iter 36/93 cls_loss: 0.250871
[line:  98] i_iter 37/93 cls_loss: 0.248093
[line:  98] i_iter 38/93 cls_loss: 0.242162
[line:  98] i_iter 39/93 cls_loss: 0.253235
[line:  98] i_iter 41/93 cls_loss: 0.251287
[line:  98] i_iter 42/93 cls_loss: 0.236428
[line:  98] i_iter 43/93 cls_loss: 0.226645
[line:  98] i_iter 44/93 cls_loss: 0.206931
[line:  98] i_iter 45/93 cls_loss: 0.218794
[line:  98] i_iter 46/93 cls_loss: 0.210694
[line:  98] i_iter 47/93 cls_loss: 0.206302
[line:  98] i_iter 48/93 cls_loss: 0.212975
[line:  98] i_iter 49/93 cls_loss: 0.220812
[line:  98] i_iter 51/93 cls_loss: 0.215402
[line:  98] i_iter 52/93 cls_loss: 0.219632
[line:  98] i_iter 53/93 cls_loss: 0.218983
[line:  98] i_iter 54/93 cls_loss: 0.219032
[line:  98] i_iter 55/93 cls_loss: 0.194892
[line:  98] i_iter 56/93 cls_loss: 0.199836
[line:  98] i_iter 57/93 cls_loss: 0.195845
[line:  98] i_iter 58/93 cls_loss: 0.203192
[line:  98] i_iter 59/93 cls_loss: 0.192851
[line:  98] i_iter 61/93 cls_loss: 0.203536
[line:  98] i_iter 62/93 cls_loss: 0.230735
[line:  98] i_iter 63/93 cls_loss: 0.229919
[line:  98] i_iter 64/93 cls_loss: 0.224007
[line:  98] i_iter 65/93 cls_loss: 0.230450
[line:  98] i_iter 66/93 cls_loss: 0.221050
[line:  98] i_iter 67/93 cls_loss: 0.234308
[line:  98] i_iter 68/93 cls_loss: 0.221773
[line:  98] i_iter 69/93 cls_loss: 0.208213
[line:  98] i_iter 71/93 cls_loss: 0.208154
[line:  98] i_iter 72/93 cls_loss: 0.186367
[line:  98] i_iter 73/93 cls_loss: 0.186431
[line:  98] i_iter 74/93 cls_loss: 0.217518
[line:  98] i_iter 75/93 cls_loss: 0.239110
[line:  98] i_iter 76/93 cls_loss: 0.236711
[line:  98] i_iter 77/93 cls_loss: 0.218097
